provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
P,2021-01-08,119,40,0,79,0,0
PM,2021-01-08,712,530,0,182,0,0
PO,2021-01-08,279,256,0,23,0,0
S,2021-01-08,153,143,0,10,0,0
SA,2021-01-08,208,114,0,94,0,0
SE,2021-01-08,814,339,0,475,0,0
SG,2021-01-08,191,110,0,81,0,0
SO,2021-01-08,50,20,0,30,0,0
SS,2021-01-08,194,94,0,100,0,0
T,2021-01-08,470,459,0,11,0,0
TE,2021-01-08,98,64,0,34,0,0
TF,2021-01-08,72,64,0,8,0,0
TO,2021-01-08,713,525,0,188,0,0
V,2021-01-08,3527,1299,0,300,0,1928
VA,2021-01-08,397,112,0,285,0,0
VI,2021-01-08,88,35,0,53,0,0
Z,2021-01-08,433,285,0,148,0,0
ZA,2021-01-08,92,71,0,21,0,0
A,2021-01-09,2945,1171,0,661,0,1113
AB,2021-01-09,286,237,0,49,0,0
AL,2021-01-09,544,420,0,124,0,0
AV,2021-01-09,136,15,0,121,0,0
B,2021-01-09,2309,2254,0,54,0,1
BA,2021-01-09,809,262,0,547,0,0
BI,2021-01-09,325,176,0,149,0,0
BU,2021-01-09,117,26,0,91,0,0
C,2021-01-09,486,425,0,61,0,0
CA,2021-01-09,899,562,0,337,0,0
CC,2021-01-09,355,240,0,115,0,0
CE,2021-01-09,27,4,0,23,0,0
CO,2021-01-09,343,151,0,192,0,0
CR,2021-01-09,650,455,0,194,1,0
CS,2021-01-09,619,200,0,90,0,329
CU,2021-01-09,220,142,0,78,0,0
GC,2021-01-09,239,163,0,76,0,0
GI,2021-01-09,282,276,0,6,0,0
GR,2021-01-09,370,260,0,110,0,0
GU,2021-01-09,194,149,0,45,0,0
H,2021-01-09,266,173,0,93,0,0
HU,2021-01-09,57,44,0,13,0,0
J,2021-01-09,254,133,0,121,0,0
L,2021-01-09,183,180,0,3,0,0
LE,2021-01-09,285,241,0,44,0,0
LO,2021-01-09,256,236,0,20,0,0
LU,2021-01-09,81,76,0,5,0,0
M,2021-01-09,2341,1025,0,1316,0,0
MA,2021-01-09,993,419,0,574,0,0
ML,2021-01-09,40,13,0,27,0,0
MU,2021-01-09,1845,886,2,954,0,3
NA,2021-01-09,200,138,0,62,0,0
NC,2021-01-09,127,65,0,53,0,9
O,2021-01-09,320,299,0,21,0,0
OR,2021-01-09,116,89,0,27,0,0
P,2021-01-09,110,38,0,72,0,0
PM,2021-01-09,691,515,0,176,0,0
PO,2021-01-09,260,241,0,19,0,0
S,2021-01-09,138,138,0,0,0,0
SA,2021-01-09,246,142,0,104,0,0
SE,2021-01-09,735,408,0,327,0,0
SG,2021-01-09,192,130,0,62,0,0
SO,2021-01-09,26,15,0,11,0,0
SS,2021-01-09,193,113,0,80,0,0
T,2021-01-09,375,371,0,2,1,1
TE,2021-01-09,88,56,0,32,0,0
TF,2021-01-09,75,56,0,19,0,0
TO,2021-01-09,473,314,0,159,0,0
V,2021-01-09,3126,1107,0,335,0,1684
VA,2021-01-09,371,90,0,281,0,0
VI,2021-01-09,102,52,0,50,0,0
Z,2021-01-09,405,250,0,155,0,0
ZA,2021-01-09,73,46,0,27,0,0
A,2021-01-10,2511,970,0,680,0,861
AB,2021-01-10,317,241,0,76,0,0
AL,2021-01-10,431,323,0,108,0,0
AV,2021-01-10,131,29,0,102,0,0
B,2021-01-10,1923,1867,0,55,1,0
BA,2021-01-10,786,256,0,530,0,0
BI,2021-01-10,418,222,0,196,0,0
BU,2021-01-10,100,20,0,80,0,0
C,2021-01-10,517,449,0,68,0,0
CA,2021-01-10,812,465,0,347,0,0
CC,2021-01-10,196,105,1,90,0,0
CE,2021-01-10,23,4,0,19,0,0
CO,2021-01-10,305,117,0,188,0,0
CR,2021-01-10,441,248,0,193,0,0
CS,2021-01-10,525,154,0,84,0,287
CU,2021-01-10,188,104,0,84,0,0
GC,2021-01-10,225,146,0,79,0,0
GI,2021-01-10,243,237,0,6,0,0
GR,2021-01-10,376,256,0,120,0,0
GU,2021-01-10,188,126,0,62,0,0
H,2021-01-10,217,116,0,101,0,0
HU,2021-01-10,50,34,0,16,0,0
J,2021-01-10,275,106,0,169,0,0
L,2021-01-10,148,142,0,6,0,0
LE,2021-01-10,228,180,0,48,0,0
LO,2021-01-10,221,202,0,19,0,0
LU,2021-01-10,65,62,0,3,0,0
M,2021-01-10,2504,908,0,1596,0,0
MA,2021-01-10,895,384,0,511,0,0
ML,2021-01-10,40,16,0,24,0,0
MU,2021-01-10,1628,767,5,854,0,2
NA,2021-01-10,183,109,0,74,0,0
NC,2021-01-10,102,50,0,46,0,6
O,2021-01-10,290,262,0,28,0,0
OR,2021-01-10,133,105,0,28,0,0
P,2021-01-10,139,44,0,95,0,0
PM,2021-01-10,599,400,0,199,0,0
PO,2021-01-10,282,253,0,27,0,2
S,2021-01-10,135,127,0,8,0,0
SA,2021-01-10,207,112,0,95,0,0
SE,2021-01-10,567,244,0,323,0,0
SG,2021-01-10,191,114,0,77,0,0
SO,2021-01-10,30,13,0,17,0,0
SS,2021-01-10,201,111,0,90,0,0
T,2021-01-10,322,315,0,7,0,0
TE,2021-01-10,120,85,0,35,0,0
TF,2021-01-10,77,53,0,24,0,0
TO,2021-01-10,509,329,0,180,0,0
V,2021-01-10,2655,961,0,273,0,1421
VA,2021-01-10,389,89,0,300,0,0
VI,2021-01-10,102,51,0,51,0,0
Z,2021-01-10,396,240,0,155,1,0
ZA,2021-01-10,81,54,0,27,0,0
A,2021-01-11,3498,1427,0,771,0,1300
AB,2021-01-11,359,296,0,62,1,0
AL,2021-01-11,485,309,0,176,0,0
AV,2021-01-11,183,31,0,152,0,0
B,2021-01-11,3693,3606,0,84,2,1
BA,2021-01-11,1027,400,0,627,0,0
BI,2021-01-11,384,207,0,177,0,0
BU,2021-01-11,180,44,0,136,0,0
C,2021-01-11,595,522,0,73,0,0
CA,2021-01-11,1003,488,0,515,0,0
CC,2021-01-11,270,142,0,128,0,0
CE,2021-01-11,25,7,0,18,0,0
CO,2021-01-11,459,150,0,309,0,0
CR,2021-01-11,635,350,0,283,2,0
CS,2021-01-11,714,236,0,120,0,358
CU,2021-01-11,273,170,0,103,0,0
GC,2021-01-11,255,192,0,63,0,0
GI,2021-01-11,452,443,0,9,0,0
GR,2021-01-11,598,439,0,159,0,0
GU,2021-01-11,195,133,0,62,0,0
H,2021-01-11,320,190,0,130,0,0
HU,2021-01-11,75,60,0,15,0,0
J,2021-01-11,433,175,0,258,0,0
L,2021-01-11,228,222,0,3,3,0
LE,2021-01-11,331,268,0,63,0,0
LO,2021-01-11,276,255,0,20,1,0
LU,2021-01-11,96,92,0,4,0,0
M,2021-01-11,5040,1789,0,3251,0,0
MA,2021-01-11,1316,502,0,814,0,0
ML,2021-01-11,58,18,0,40,0,0
MU,2021-01-11,2006,877,1,1119,3,6
NA,2021-01-11,188,111,0,77,0,0
NC,2021-01-11,159,78,0,70,0,11
O,2021-01-11,323,294,0,29,0,0
OR,2021-01-11,166,133,0,33,0,0
P,2021-01-11,158,49,0,109,0,0
PM,2021-01-11,665,477,0,188,0,0
PO,2021-01-11,420,368,0,52,0,0
S,2021-01-11,203,197,0,6,0,0
SA,2021-01-11,372,206,0,166,0,0
SE,2021-01-11,891,400,0,491,0,0
SG,2021-01-11,259,189,0,70,0,0
SO,2021-01-11,62,32,0,30,0,0
SS,2021-01-11,233,135,0,98,0,0
T,2021-01-11,562,553,0,7,2,0
TE,2021-01-11,129,85,0,44,0,0
TF,2021-01-11,74,53,0,21,0,0
TO,2021-01-11,759,496,0,263,0,0
V,2021-01-11,3678,1407,0,347,0,1924
VA,2021-01-11,568,155,0,413,0,0
VI,2021-01-11,103,44,0,59,0,0
Z,2021-01-11,500,332,0,168,0,0
ZA,2021-01-11,128,96,0,32,0,0
A,2021-01-12,3233,1265,0,692,0,1276
AB,2021-01-12,379,314,0,65,0,0
AL,2021-01-12,666,439,0,227,0,0
AV,2021-01-12,151,28,0,123,0,0
B,2021-01-12,3279,3219,0,52,8,0
BA,2021-01-12,964,393,0,570,0,1
BI,2021-01-12,443,236,0,207,0,0
BU,2021-01-12,194,52,0,142,0,0
C,2021-01-12,602,519,0,83,0,0
CA,2021-01-12,1069,635,0,434,0,0
CC,2021-01-12,341,178,0,163,0,0
CE,2021-01-12,29,9,0,20,0,0
CO,2021-01-12,525,205,0,320,0,0
CR,2021-01-12,793,550,0,241,2,0
CS,2021-01-12,733,213,0,105,0,415
CU,2021-01-12,314,199,0,115,0,0
GC,2021-01-12,281,193,0,88,0,0
GI,2021-01-12,373,365,0,6,2,0
GR,2021-01-12,552,412,0,140,0,0
GU,2021-01-12,226,175,0,51,0,0
H,2021-01-12,451,281,0,170,0,0
HU,2021-01-12,79,60,0,19,0,0
J,2021-01-12,424,234,0,190,0,0
L,2021-01-12,217,207,0,7,3,0
LE,2021-01-12,353,282,0,71,0,0
LO,2021-01-12,301,279,0,21,1,0
LU,2021-01-12,99,82,0,17,0,0
M,2021-01-12,5262,1916,0,3346,0,0
MA,2021-01-12,1305,569,0,736,0,0
ML,2021-01-12,71,24,0,47,0,0
MU,2021-01-12,2127,977,4,1144,0,2
NA,2021-01-12,213,151,0,62,0,0
NC,2021-01-12,154,86,0,58,0,10
O,2021-01-12,343,327,0,16,0,0
OR,2021-01-12,164,141,0,23,0,0
P,2021-01-12,196,70,0,126,0,0
PM,2021-01-12,706,501,0,205,0,0
PO,2021-01-12,376,331,0,45,0,0
S,2021-01-12,158,154,0,4,0,0
SA,2021-01-12,347,221,0,126,0,0
SE,2021-01-12,1111,531,0,580,0,0
SG,2021-01-12,223,152,0,71,0,0
SO,2021-01-12,71,32,0,39,0,0
SS,2021-01-12,216,105,0,111,0,0
T,2021-01-12,543,538,0,5,0,0
TE,2021-01-12,158,109,0,49,0,0
TF,2021-01-12,70,54,0,16,0,0
TO,2021-01-12,775,527,0,247,1,0
V,2021-01-12,3930,1496,0,392,0,2042
VA,2021-01-12,538,129,0,409,0,0
VI,2021-01-12,108,49,0,59,0,0
Z,2021-01-12,488,323,0,165,0,0
ZA,2021-01-12,145,113,0,32,0,0
A,2021-01-13,3128,1365,0,623,0,1140
AB,2021-01-13,381,312,0,69,0,0
AL,2021-01-13,668,440,0,228,0,0
AV,2021-01-13,169,37,0,132,0,0
B,2021-01-13,3101,3049,0,47,4,1
BA,2021-01-13,904,399,1,502,0,2
BI,2021-01-13,360,213,0,147,0,0
BU,2021-01-13,162,36,0,126,0,0
C,2021-01-13,623,525,0,98,0,0
CA,2021-01-13,1085,662,0,423,0,0
CC,2021-01-13,358,208,0,150,0,0
CE,2021-01-13,33,3,0,30,0,0
CO,2021-01-13,576,237,0,339,0,0
CR,2021-01-13,770,567,0,203,0,0
CS,2021-01-13,758,271,0,94,0,393
CU,2021-01-13,307,215,0,92,0,0
GC,2021-01-13,253,191,0,61,0,1
GI,2021-01-13,342,331,0,10,1,0
GR,2021-01-13,611,495,0,116,0,0
GU,2021-01-13,273,211,0,62,0,0
H,2021-01-13,474,298,0,176,0,0
HU,2021-01-13,63,47,0,16,0,0
J,2021-01-13,512,253,0,259,0,0
L,2021-01-13,186,178,0,6,2,0
LE,2021-01-13,559,476,0,83,0,0
LO,2021-01-13,300,285,0,15,0,0
LU,2021-01-13,105,96,0,8,0,1
M,2021-01-13,4462,1562,0,2900,0,0
MA,2021-01-13,1463,705,0,758,0,0
ML,2021-01-13,62,21,0,41,0,0
MU,2021-01-13,1854,885,4,959,2,4
NA,2021-01-13,237,134,0,103,0,0
NC,2021-01-13,140,86,0,46,1,7
O,2021-01-13,266,242,0,24,0,0
OR,2021-01-13,191,161,0,30,0,0
P,2021-01-13,200,78,0,122,0,0
PM,2021-01-13,682,514,0,168,0,0
PO,2021-01-13,414,367,0,47,0,0
S,2021-01-13,163,149,0,14,0,0
SA,2021-01-13,350,217,0,133,0,0
SE,2021-01-13,1063,512,0,551,0,0
SG,2021-01-13,224,144,0,80,0,0
SO,2021-01-13,59,33,0,26,0,0
SS,2021-01-13,162,80,0,82,0,0
T,2021-01-13,552,545,0,7,0,0
TE,2021-01-13,122,94,0,28,0,0
TF,2021-01-13,69,58,0,11,0,0
TO,2021-01-13,863,635,0,227,1,0
V,2021-01-13,3680,1479,0,333,0,1868
VA,2021-01-13,550,138,0,412,0,0
VI,2021-01-13,121,63,0,58,0,0
Z,2021-01-13,584,437,0,146,1,0
ZA,2021-01-13,150,113,0,37,0,0
A,2021-01-14,3211,1377,0,610,0,1224
AB,2021-01-14,380,307,0,73,0,0
AL,2021-01-14,618,426,0,192,0,0
AV,2021-01-14,156,36,0,120,0,0
B,2021-01-14,2911,2859,0,44,8,0
BA,2021-01-14,875,423,2,449,0,1
BI,2021-01-14,373,188,0,185,0,0
BU,2021-01-14,156,32,0,124,0,0
C,2021-01-14,686,608,0,76,1,1
CA,2021-01-14,1033,553,0,480,0,0
CC,2021-01-14,247,159,0,88,0,0
CE,2021-01-14,23,5,0,18,0,0
CO,2021-01-14,620,263,0,357,0,0
CR,2021-01-14,726,517,0,209,0,0
CS,2021-01-14,724,249,0,123,0,352
CU,2021-01-14,354,254,0,100,0,0
GC,2021-01-14,233,165,0,68,0,0
GI,2021-01-14,306,296,0,6,4,0
GR,2021-01-14,612,469,0,143,0,0
GU,2021-01-14,238,189,0,49,0,0
H,2021-01-14,485,309,0,176,0,0
HU,2021-01-14,73,62,0,11,0,0
J,2021-01-14,453,249,0,204,0,0
L,2021-01-14,188,185,0,2,0,1
LE,2021-01-14,436,353,0,83,0,0
LO,2021-01-14,254,240,0,14,0,0
LU,2021-01-14,97,88,0,9,0,0
M,2021-01-14,4508,1875,0,2633,0,0
MA,2021-01-14,1478,707,0,771,0,0
ML,2021-01-14,60,21,0,39,0,0
MU,2021-01-14,1784,883,4,894,1,2
NA,2021-01-14,250,155,0,95,0,0
NC,2021-01-14,105,50,0,53,0,2
O,2021-01-14,280,256,0,24,0,0
OR,2021-01-14,160,126,0,34,0,0
P,2021-01-14,205,63,0,142,0,0
PM,2021-01-14,677,484,0,193,0,0
PO,2021-01-14,423,373,0,50,0,0
S,2021-01-14,141,135,0,6,0,0
SA,2021-01-14,391,261,0,130,0,0
SE,2021-01-14,1093,525,0,568,0,0
SG,2021-01-14,277,207,0,70,0,0
SO,2021-01-14,55,35,0,20,0,0
SS,2021-01-14,182,107,0,75,0,0
T,2021-01-14,461,455,0,5,1,0
TE,2021-01-14,126,81,0,45,0,0
TF,2021-01-14,79,65,0,13,0,1
TO,2021-01-14,916,673,0,243,0,0
V,2021-01-14,3591,1456,0,345,0,1790
VA,2021-01-14,618,139,0,479,0,0
VI,2021-01-14,95,37,0,58,0,0
Z,2021-01-14,454,335,0,119,0,0
ZA,2021-01-14,141,100,0,41,0,0
A,2021-01-15,3714,1602,0,673,0,1439
AB,2021-01-15,337,254,0,83,0,0
AL,2021-01-15,728,417,0,311,0,0
AV,2021-01-15,176,41,0,135,0,0
B,2021-01-15,3162,3103,0,55,2,2
BA,2021-01-15,912,414,1,497,0,0
BI,2021-01-15,442,207,0,235,0,0
BU,2021-01-15,185,54,0,131,0,0
C,2021-01-15,685,595,0,90,0,0
CA,2021-01-15,1243,741,0,502,0,0
CC,2021-01-15,348,211,0,134,0,3
CE,2021-01-15,29,5,0,24,0,0
CO,2021-01-15,631,280,0,351,0,0
CR,2021-01-15,715,516,0,199,0,0
CS,2021-01-15,854,310,0,146,0,398
CU,2021-01-15,321,223,0,98,0,0
GC,2021-01-15,220,152,0,67,0,1
GI,2021-01-15,273,269,0,3,1,0
GR,2021-01-15,679,533,0,146,0,0
GU,2021-01-15,356,313,0,42,1,0
H,2021-01-15,487,317,0,170,0,0
HU,2021-01-15,112,92,0,20,0,0
J,2021-01-15,503,279,0,224,0,0
L,2021-01-15,188,174,0,10,4,0
LE,2021-01-15,450,343,0,107,0,0
LO,2021-01-15,331,312,0,19,0,0
LU,2021-01-15,134,115,0,19,0,0
M,2021-01-15,6096,2823,0,3273,0,0
MA,2021-01-15,1531,767,0,764,0,0
ML,2021-01-15,47,18,0,29,0,0
MU,2021-01-15,1874,952,3,913,1,5
NA,2021-01-15,237,125,0,112,0,0
NC,2021-01-15,151,79,0,63,0,9
O,2021-01-15,277,242,0,35,0,0
OR,2021-01-15,224,176,0,48,0,0
P,2021-01-15,232,80,0,152,0,0
PM,2021-01-15,663,480,0,183,0,0
PO,2021-01-15,441,388,0,53,0,0
S,2021-01-15,167,155,0,12,0,0
SA,2021-01-15,400,246,0,154,0,0
SE,2021-01-15,1369,645,0,724,0,0
SG,2021-01-15,288,214,0,74,0,0
SO,2021-01-15,82,43,0,39,0,0
SS,2021-01-15,196,83,0,113,0,0
T,2021-01-15,514,504,0,9,0,1
TE,2021-01-15,161,119,0,42,0,0
TF,2021-01-15,67,49,0,18,0,0
TO,2021-01-15,917,683,0,234,0,0
V,2021-01-15,4107,1673,0,442,0,1992
VA,2021-01-15,682,163,0,519,0,0
VI,2021-01-15,99,39,0,60,0,0
Z,2021-01-15,473,326,0,147,0,0
ZA,2021-01-15,143,98,0,45,0,0
A,2021-01-16,2826,1140,0,599,0,1087
AB,2021-01-16,308,250,0,58,0,0
AL,2021-01-16,628,458,0,170,0,0
AV,2021-01-16,148,27,0,121,0,0
B,2021-01-16,2067,2006,0,43,15,3
BA,2021-01-16,737,314,0,422,0,1
BI,2021-01-16,457,261,0,196,0,0
BU,2021-01-16,119,25,0,94,0,0
C,2021-01-16,737,621,0,116,0,0
CA,2021-01-16,999,586,0,413,0,0
CC,2021-01-16,273,172,0,101,0,0
CE,2021-01-16,31,2,0,29,0,0
CO,2021-01-16,433,220,0,213,0,0
CR,2021-01-16,599,408,0,191,0,0
CS,2021-01-16,655,196,0,116,0,343
CU,2021-01-16,282,212,0,70,0,0
GC,2021-01-16,235,174,0,60,0,1
GI,2021-01-16,208,203,0,5,0,0
GR,2021-01-16,437,304,0,133,0,0
GU,2021-01-16,207,161,0,46,0,0
H,2021-01-16,374,229,0,145,0,0
HU,2021-01-16,51,34,0,17,0,0
J,2021-01-16,322,194,0,128,0,0
L,2021-01-16,167,157,0,10,0,0
LE,2021-01-16,414,339,0,75,0,0
LO,2021-01-16,323,309,0,14,0,0
LU,2021-01-16,122,109,0,13,0,0
M,2021-01-16,4115,2276,0,1839,0,0
MA,2021-01-16,1135,583,0,552,0,0
ML,2021-01-16,57,22,0,35,0,0
MU,2021-01-16,1719,935,2,781,1,0
NA,2021-01-16,228,142,0,86,0,0
NC,2021-01-16,137,86,0,47,0,4
O,2021-01-16,350,312,0,38,0,0
OR,2021-01-16,192,156,0,36,0,0
P,2021-01-16,228,82,0,146,0,0
PM,2021-01-16,599,457,0,142,0,0
PO,2021-01-16,459,408,0,50,0,1
S,2021-01-16,159,153,0,6,0,0
SA,2021-01-16,324,200,0,124,0,0
SE,2021-01-16,955,512,0,443,0,0
SG,2021-01-16,251,174,0,77,0,0
SO,2021-01-16,71,44,0,27,0,0
SS,2021-01-16,222,120,0,102,0,0
T,2021-01-16,333,327,0,6,0,0
TE,2021-01-16,136,85,0,51,0,0
TF,2021-01-16,43,27,0,16,0,0
TO,2021-01-16,724,539,0,185,0,0
V,2021-01-16,3315,1387,0,390,0,1538
VA,2021-01-16,500,108,0,392,0,0
VI,2021-01-16,89,48,0,41,0,0
Z,2021-01-16,458,318,0,140,0,0
ZA,2021-01-16,138,102,0,36,0,0
A,2021-01-17,2336,891,0,523,0,922
AB,2021-01-17,258,209,0,49,0,0
AL,2021-01-17,565,409,0,156,0,0
AV,2021-01-17,138,41,0,97,0,0
B,2021-01-17,1682,1627,0,38,14,3
BA,2021-01-17,674,286,0,388,0,0
BI,2021-01-17,485,270,0,215,0,0
BU,2021-01-17,145,27,0,118,0,0
C,2021-01-17,628,513,0,114,1,0
CA,2021-01-17,812,501,0,311,0,0
CC,2021-01-17,199,117,0,82,0,0
CE,2021-01-17,26,2,1,23,0,0
CO,2021-01-17,436,241,0,195,0,0
CR,2021-01-17,452,249,0,203,0,0
CS,2021-01-17,514,143,0,75,0,296
CU,2021-01-17,192,119,0,73,0,0
GC,2021-01-17,199,126,0,73,0,0
GI,2021-01-17,193,185,0,8,0,0
GR,2021-01-17,393,291,0,102,0,0
GU,2021-01-17,164,119,0,45,0,0
H,2021-01-17,267,136,0,131,0,0
HU,2021-01-17,40,29,0,11,0,0
J,2021-01-17,225,78,0,147,0,0
L,2021-01-17,138,131,0,6,1,0
LE,2021-01-17,368,305,0,63,0,0
LO,2021-01-17,253,218,0,34,1,0
LU,2021-01-17,87,80,0,7,0,0
M,2021-01-17,3326,1708,0,1618,0,0
MA,2021-01-17,967,446,0,521,0,0
ML,2021-01-17,51,18,0,33,0,0
MU,2021-01-17,1403,756,2,644,0,1
NA,2021-01-17,216,131,0,85,0,0
NC,2021-01-17,118,70,0,43,0,5
O,2021-01-17,405,362,0,43,0,0
OR,2021-01-17,198,155,0,43,0,0
P,2021-01-17,230,92,0,138,0,0
PM,2021-01-17,521,390,0,131,0,0
PO,2021-01-17,414,356,0,58,0,0
S,2021-01-17,155,149,0,6,0,0
SA,2021-01-17,334,231,0,103,0,0
SE,2021-01-17,732,329,0,403,0,0
SG,2021-01-17,236,149,0,87,0,0
SO,2021-01-17,70,42,0,28,0,0
SS,2021-01-17,232,134,0,98,0,0
T,2021-01-17,254,247,0,7,0,0
TE,2021-01-17,123,81,0,42,0,0
TF,2021-01-17,50,33,0,17,0,0
TO,2021-01-17,422,241,0,179,2,0
V,2021-01-17,2518,1008,0,358,0,1152
VA,2021-01-17,471,96,0,375,0,0
VI,2021-01-17,131,63,0,68,0,0
Z,2021-01-17,382,249,0,133,0,0
ZA,2021-01-17,97,67,0,30,0,0
A,2021-01-18,3252,1390,0,650,0,1212
AB,2021-01-18,328,265,0,63,0,0
AL,2021-01-18,759,451,0,308,0,0
AV,2021-01-18,174,50,0,124,0,0
B,2021-01-18,3300,3234,0,48,14,4
BA,2021-01-18,916,422,0,494,0,0
BI,2021-01-18,562,306,0,256,0,0
BU,2021-01-18,187,33,0,154,0,0
C,2021-01-18,873,685,0,188,0,0
CA,2021-01-18,1237,674,0,563,0,0
CC,2021-01-18,236,127,0,109,0,0
CE,2021-01-18,49,8,0,41,0,0
CO,2021-01-18,625,238,0,387,0,0
CR,2021-01-18,596,367,0,229,0,0
CS,2021-01-18,763,208,0,120,0,435
CU,2021-01-18,305,223,0,82,0,0
GC,2021-01-18,295,212,0,83,0,0
GI,2021-01-18,404,389,0,13,2,0
GR,2021-01-18,698,542,0,156,0,0
GU,2021-01-18,216,161,0,55,0,0
H,2021-01-18,520,264,0,256,0,0
HU,2021-01-18,78,68,0,10,0,0
J,2021-01-18,437,216,0,221,0,0
L,2021-01-18,184,171,0,10,2,1
LE,2021-01-18,575,444,0,131,0,0
LO,2021-01-18,338,309,0,29,0,0
LU,2021-01-18,149,131,0,18,0,0
M,2021-01-18,6016,2813,0,3203,0,0
MA,2021-01-18,1513,570,0,943,0,0
ML,2021-01-18,74,17,0,57,0,0
MU,2021-01-18,1644,832,4,806,0,2
NA,2021-01-18,241,150,0,91,0,0
NC,2021-01-18,151,72,0,71,0,8
O,2021-01-18,507,451,0,56,0,0
OR,2021-01-18,258,208,0,50,0,0
P,2021-01-18,288,119,0,169,0,0
PM,2021-01-18,633,491,0,142,0,0
PO,2021-01-18,571,505,0,65,0,1
S,2021-01-18,183,175,0,8,0,0
SA,2021-01-18,436,255,0,181,0,0
SE,2021-01-18,1192,503,0,689,0,0
SG,2021-01-18,217,138,0,79,0,0
SO,2021-01-18,73,35,0,38,0,0
SS,2021-01-18,277,142,0,135,0,0
T,2021-01-18,562,550,0,12,0,0
TE,2021-01-18,132,85,0,47,0,0
TF,2021-01-18,54,37,0,17,0,0
TO,2021-01-18,832,562,0,270,0,0
V,2021-01-18,3701,1410,0,492,0,1799
VA,2021-01-18,739,194,0,545,0,0
VI,2021-01-18,129,49,0,80,0,0
Z,2021-01-18,541,371,0,170,0,0
ZA,2021-01-18,194,142,0,52,0,0
A,2021-01-19,2939,1291,0,561,0,1087
AB,2021-01-19,324,257,0,67,0,0
AL,2021-01-19,800,501,0,299,0,0
AV,2021-01-19,166,43,0,123,0,0
B,2021-01-19,3094,3028,0,53,13,0
BA,2021-01-19,712,373,0,339,0,0
BI,2021-01-19,566,256,0,310,0,0
BU,2021-01-19,212,46,0,166,0,0
C,2021-01-19,793,624,0,169,0,0
CA,2021-01-19,1321,777,0,544,0,0
CC,2021-01-19,313,214,0,99,0,0
CE,2021-01-19,43,6,0,37,0,0
CO,2021-01-19,710,359,0,351,0,0
CR,2021-01-19,613,436,0,177,0,0
CS,2021-01-19,675,188,0,109,0,378
CU,2021-01-19,288,202,0,86,0,0
GC,2021-01-19,253,174,0,79,0,0
GI,2021-01-19,335,327,0,4,4,0
GR,2021-01-19,797,641,0,156,0,0
GU,2021-01-19,238,188,0,50,0,0
H,2021-01-19,436,252,0,184,0,0
HU,2021-01-19,54,41,0,13,0,0
J,2021-01-19,569,356,0,213,0,0
L,2021-01-19,223,217,0,6,0,0
LE,2021-01-19,523,427,0,96,0,0
LO,2021-01-19,332,313,0,19,0,0
LU,2021-01-19,126,110,0,16,0,0
M,2021-01-19,7342,4444,0,2898,0,0
MA,2021-01-19,1756,790,0,966,0,0
ML,2021-01-19,89,21,0,68,0,0
MU,2021-01-19,1566,813,4,747,1,1
NA,2021-01-19,254,155,0,99,0,0
NC,2021-01-19,146,83,0,56,0,7
O,2021-01-19,511,445,0,66,0,0
OR,2021-01-19,203,162,0,41,0,0
P,2021-01-19,247,77,0,170,0,0
PM,2021-01-19,608,468,0,140,0,0
PO,2021-01-19,550,479,0,71,0,0
S,2021-01-19,165,159,0,6,0,0
SA,2021-01-19,387,248,0,139,0,0
SE,2021-01-19,1177,514,0,663,0,0
SG,2021-01-19,245,150,0,95,0,0
SO,2021-01-19,68,46,0,22,0,0
SS,2021-01-19,270,131,0,139,0,0
T,2021-01-19,552,546,0,6,0,0
TE,2021-01-19,166,119,0,47,0,0
TF,2021-01-19,57,35,0,22,0,0
TO,2021-01-19,886,601,0,285,0,0
V,2021-01-19,3420,1363,0,379,0,1678
VA,2021-01-19,621,158,0,463,0,0
VI,2021-01-19,159,77,0,82,0,0
Z,2021-01-19,489,341,0,148,0,0
ZA,2021-01-19,160,111,0,49,0,0
A,2021-01-20,2899,1329,0,537,0,1033
AB,2021-01-20,325,267,0,58,0,0
AL,2021-01-20,890,582,0,308,0,0
AV,2021-01-20,132,41,0,91,0,0
B,2021-01-20,2936,2886,0,41,6,3
BA,2021-01-20,728,404,0,324,0,0
BI,2021-01-20,608,342,0,266,0,0
BU,2021-01-20,190,46,0,144,0,0
C,2021-01-20,790,624,0,164,1,1
CA,2021-01-20,1404,810,0,594,0,0
CC,2021-01-20,269,198,0,71,0,0
CE,2021-01-20,58,7,0,51,0,0
CO,2021-01-20,624,293,0,331,0,0
CR,2021-01-20,667,504,0,163,0,0
CS,2021-01-20,876,302,0,100,0,474
CU,2021-01-20,325,237,0,88,0,0
GC,2021-01-20,222,169,0,52,0,1
GI,2021-01-20,330,298,0,13,18,1
GR,2021-01-20,1198,989,0,209,0,0
GU,2021-01-20,271,217,0,54,0,0
H,2021-01-20,532,312,0,220,0,0
HU,2021-01-20,61,40,0,21,0,0
J,2021-01-20,503,287,0,216,0,0
L,2021-01-20,201,197,0,3,0,1
LE,2021-01-20,572,466,0,106,0,0
LO,2021-01-20,307,296,0,11,0,0
LU,2021-01-20,163,141,0,22,0,0
M,2021-01-20,4947,2978,0,1969,0,0
MA,2021-01-20,1863,799,0,1064,0,0
ML,2021-01-20,89,31,0,58,0,0
